x y z track_id event_id
-143.04092 41.05032 28.75614 0 0
-162.45901 47.579098 -1.8660716 0 0
-182.02956 54.152367 -32.150974 0 0
-201.49716 60.844414 -62.5601 0 0
-221.12184 67.57636 -92.9521 0 0
-240.5328 74.46071 -123.49552 0 0
-259.79855 81.47786 -153.64119 0 0
-279.05164 88.58672 -184.4189 0 0
-298.49072 95.72307 -214.7149 0 0
-317.90622 102.95235 -244.90907 0 0
-336.87854 110.411736 -275.37927 0 0
-356.05624 117.89042 -305.9226 0 0
-375.44098 125.38523 -336.20303 0 0
-394.47543 133.08163 -366.85645 0 0
-413.6042 140.831 -397.098 0 0
-432.50598 148.74226 -427.53873 0 0
-451.67664 156.64502 -458.15866 0 0
-470.58432 164.72226 -488.62924 0 0
-489.50143 172.87968 -518.96124 0 0
-508.43533 181.114 -549.5709 0 0
-527.30664 189.45296 -579.95764 0 0
-546.0498 197.92027 -610.529 0 0
-564.867 206.44269 -640.8129 0 0
-583.748 215.02267 -671.37805 0 0
-602.42664 223.75787 -701.8687 0 0
-621.0939 232.57803 -732.60693 0 0
-639.8809 241.43309 -762.8005 0 0
-658.489 250.43506 -793.42755 0 0
-676.92096 259.5838 -823.70825 0 0
-695.38605 268.7994 -854.47363 0 0
-713.87506 278.08456 -885.0501 0 0
-732.26953 287.48483 -915.5422 0 0
-750.6448 296.97073 -946.0264 0 0
-768.9912 306.54553 -976.6087 0 0
-787.3712 316.1838 -1007.11304 0 0
141.51431 -2.468895 108.01747 1 0
162.20148 -3.0419905 88.94396 1 0
182.57115 -3.7485807 69.696465 1 0
203.29114 -4.5754457 50.57091 1 0
224.00638 -5.529136 31.405428 1 0
244.5308 -6.6146126 12.281232 1 0
264.95325 -7.830581 -7.1300054 1 0
285.53732 -9.169336 -26.250868 1 0
306.11154 -10.635535 -45.445362 1 0
326.91714 -12.220169 -64.553795 1 0
347.42053 -13.942687 -83.751656 1 0
367.96976 -15.790564 -102.83572 1 0
388.3966 -17.771034 -122.301506 1 0
408.8291 -19.87883 -141.40189 1 0
429.33392 -22.110382 -160.54105 1 0
450.01077 -24.459545 -179.90092 1 0
470.2115 -26.961836 -198.97957 1 0
490.89218 -29.563736 -218.1563 1 0
511.2052 -32.314434 -237.48466 1 0
531.7851 -35.175087 -256.73956 1 0
552.30383 -38.16585 -275.9054 1 0
572.7002 -41.29154 -295.19394 1 0
593.2195 -44.534657 -314.3575 1 0
613.39465 -47.93043 -333.76212 1 0
633.90607 -51.42659 -353.07266 1 0
654.2358 -55.0635 -372.25964 1 0
674.34064 -58.84639 -391.49622 1 0
694.8885 -62.716846 -410.73135 1 0
715.2335 -66.73087 -430.10077 1 0
735.53015 -70.87523 -449.2259 1 0
755.7408 -75.153885 -468.6882 1 0
775.9599 -79.557724 -487.73834 1 0
796.4059 -84.063354 -507.2249 1 0
816.57367 -88.72335 -526.7031 1 0
836.8013 -93.50224 -545.8974 1 0
-147.9962 18.711115 -365.34515 2 0
-168.27826 22.21445 -451.54883 2 0
-188.57805 25.852821 -537.79333 2 0
-208.86395 29.629929 -624.15594 2 0
-229.11942 33.547894 -710.1853 2 0
-249.18684 37.6304 -796.2407 2 0
-269.46515 41.817448 -882.6611 2 0
-289.52676 46.17397 -968.85406 2 0
-309.78772 50.634098 -1055.1436 2 0
-329.81308 55.267746 -1141.4012 2 0
-349.8128 60.04119 -1227.716 2 0
-369.7921 64.95325 -1313.848 2 0
-389.99213 69.96031 -1400.3889 2 0
-410.02652 75.130066 -1486.4855 2 0
-429.78027 80.4854 -1572.7919 2 0
-449.69574 85.94443 -1659.1805 2 0
-469.55734 91.546715 -1745.7628 2 0
-489.5008 97.26528 -1831.9094 2 0
-509.10226 103.1844 -1918.5417 2 0
-529.0212 109.171295 -2005.0145 2 0
-548.76807 115.32453 -2091.484 2 0
-568.3398 121.64611 -2178.056 2 0
-588.1471 128.04788 -2264.5942 2 0
-607.82025 134.60843 -2350.9507 2 0
-16.691948 -146.936 588.8121 3 0
-19.076662 -167.625 637.6965 3 0
-21.655582 -187.91472 686.36346 3 0
-24.36482 -208.3641 735.37134 3 0
-27.226776 -228.77586 783.97406 3 0
-30.254221 -249.0445 833.05396 3 0
-33.404026 -269.5244 881.9169 3 0
-36.73366 -289.7462 930.564 3 0
-40.180527 -310.2073 979.6767 3 0
-43.79911 -330.47806 1028.3551 3 0
-47.545433 -350.8928 1077.3292 3 0
-51.474445 -371.04285 1126.2946 3 0
-55.519337 -391.41394 1175.1868 3 0
-59.756153 -411.46475 1224.199 3 0
-64.11138 -431.7086 1273.1761 3 0
-68.64189 -451.7555 1322.0918 3 0
-73.291016 -471.9803 1370.9125 3 0
-78.132515 -491.90384 1420.0887 3 0
-83.08686 -512.03265 1469.3174 3 0
