x y z track_id event_id
-78.522575 125.42222 171.26822 0 0
-89.7616 142.59401 181.7099 0 0
-100.68251 160.14082 192.61575 0 0
-111.59311 177.57062 203.43544 0 0
-122.24181 195.28249 214.01187 0 0
-132.88902 212.85892 224.94304 0 0
-143.3058 230.66406 235.59724 0 0
-153.52554 248.64398 246.21875 0 0
-163.69641 266.5571 256.94577 0 0
-173.73723 284.53174 267.78348 0 0
-183.59322 302.65598 278.44803 0 0
-193.21486 321.01132 289.3761 0 0
-202.78221 339.29785 300.1001 0 0
-212.25749 357.57407 311.17474 0 0
-221.51651 376.0467 321.65854 0 0
-230.53262 394.76205 332.36478 0 0
-239.51686 413.35806 343.21494 0 0
-248.43532 431.88684 354.13934 0 0
-257.07352 450.71887 364.84595 0 0
-265.49472 469.74594 375.6882 0 0
-273.957 488.50873 386.27567 0 0
-282.15732 507.5416 397.05762 0 0
-290.21268 526.63525 408.19177 0 0
-297.99118 546.02875 418.864 0 0
-305.7969 565.16425 429.52826 0 0
-313.4437 584.37775 440.60922 0 0
-320.78912 603.9354 451.2115 0 0
-328.05164 623.4277 462.06854 0 0
-335.22968 642.85156 472.88406 0 0
-342.20306 662.4336 483.8294 0 0
-349.02887 682.06274 494.61725 0 0
-355.701 701.74805 505.55276 0 0
-362.1081 721.70905 516.41046 0 0
-368.42374 741.60034 527.3139 0 0
-374.54025 761.6344 538.21893 0 0
136.38898 39.395287 114.80406 1 0
156.47495 43.981415 117.31256 1 0
176.79872 48.59555 119.731255 1 0
196.48845 53.47734 122.11309 1 0
216.6778 58.315655 124.516174 1 0
236.67148 63.299988 126.92597 1 0
256.51727 68.41652 129.5698 1 0
276.30103 73.642044 131.88464 1 0
296.36655 78.88505 134.36182 1 0
316.38998 84.23153 136.5567 1 0
336.0937 89.755325 139.05307 1 0
356.1123 95.28695 141.39154 1 0
375.71182 101.02257 144.04309 1 0
395.45926 106.81025 146.19667 1 0
415.2786 112.669846 148.66522 1 0
434.91623 118.66994 151.03845 1 0
454.99207 124.64105 153.47913 1 0
474.64258 130.81894 156.09248 1 0
494.1301 137.13261 158.47073 1 0
513.61273 143.5384 161.10721 1 0
533.37836 149.95514 163.39624 1 0
552.996 156.50287 165.5951 1 0
572.4593 163.18391 168.1558 1 0
591.9274 169.95311 170.59256 1 0
611.2719 176.84727 173.05795 1 0
630.9813 183.72446 175.44653 1 0
650.19556 190.83438 177.91393 1 0
669.4911 198.00941 180.22105 1 0
689.07916 205.18575 182.82684 1 0
708.43225 212.51933 185.2081 1 0
727.7124 219.96231 187.5873 1 0
746.70465 227.5803 190.1375 1 0
766.0575 235.17581 192.53552 1 0
785.09985 242.95348 194.87463 1 0
804.5483 250.6917 197.36577 1 0
-72.34401 -107.388336 315.87027 2 0
-83.38505 -124.82396 348.138 2 0
-94.5598 -142.1374 380.2635 2 0
-105.73843 -159.52254 412.59995 2 0
-117.09052 -176.72314 444.67197 2 0
-128.70255 -193.60829 477.0493 2 0
-140.2439 -210.67531 509.28137 2 0
-151.88707 -227.66374 541.4928 2 0
-163.56555 -244.67259 573.46576 2 0
-175.45993 -261.4312 605.75995 2 0
-187.26933 -278.38794 638.024 2 0
-199.29729 -295.09 670.3417 2 0
-211.45464 -311.67035 702.6021 2 0
