Test_loss,Acceracy,Preciion,Recall
0.028739006223622708,0.9682248128304917,0.8045904018869636,0.9700670847309318
0.028477052551655408,0.9687134604980716,0.8094467019033943,0.965947207233484
0.029273967384554758,0.9637964433430481,0.7729270102151458,0.9876039084147586
0.025913318189947555,0.9742063838327429,0.8628820076907509,0.9326600554178212
0.026257562726774875,0.9736959215371459,0.84690205232954,0.9523479655826163
0.025735491049514773,0.9749437182597163,0.8606352902045568,0.9433790287297652
0.025686658136740637,0.9743547233032582,0.8561277102062401,0.9443998833309027
0.025671428373995393,0.9750266138461807,0.8593377483443708,0.9461863788828934
0.02524716539347234,0.9753669220432453,0.8696375237578061,0.9341913373195275
0.025683242897309052,0.9743983525592922,0.8601256096746175,0.9387122648388508
0.026316550018576284,0.9733643391912881,0.8414848979853304,0.9578532886101794
0.026173398112102102,0.9735868483970611,0.8437218577125949,0.9564313839871664
0.026485770064076253,0.9736130259506814,0.8534585372305251,0.9410821058772058
0.02512908379236857,0.9749960733669569,0.865947039973014,0.9359413737786204
0.02543143272070059,0.9747735641611839,0.8625309841227307,0.9388216421175442
0.025086701568701148,0.9750876948046282,0.8635420154000669,0.940425842205046
0.02455387859411227,0.9756636009842761,0.8627880719930929,0.9472801516698265
0.024966153462106982,0.9755588907697946,0.8621010020572035,0.9472801516698265
0.024640173800871707,0.9756025200258285,0.868726781492739,0.9378372466093043
0.0248060030482399,0.9758468438596185,0.8728963684676705,0.9341913373195275
0.025808943841354147,0.9746470393186856,0.8621787353818315,0.9380924602595887
0.025960159867633288,0.9737700912724037,0.8524455269567507,0.9442540469593117
0.0250397633438115,0.9754759951833302,0.8657542517862534,0.9409727285985124
0.02499010344792623,0.9762918622711646,0.8688040780736468,0.9445092606095961
0.027224239035664746,0.969974345997452,0.8124771870057185,0.9738588303922998
0.02420597824229238,0.9769157606324497,0.8858636918249957,0.9264620096252005
0.025065928535768764,0.9750920577302316,0.8636683299286695,0.9402800058334548
0.02515537656242183,0.975441091778503,0.8638381680408586,0.9434884060084585
0.027424093084021783,0.9704150014833947,0.8184005181506955,0.9674420300422926
0.02428705382073531,0.9770379225493447,0.8847956668171244,0.9290870643138399
0.024921488303128476,0.9760388125861678,0.8713937423811459,0.9382382966311799
0.024177002403109025,0.9767586953107276,0.8905460328679978,0.9186962228379758
0.02578330657396388,0.9750876948046282,0.8597839772049566,0.9461134606970979
0.02512045811037145,0.9754759951833302,0.8621823617339313,0.9463322152544845
0.026027194599349362,0.9749786216645434,0.8641842661921231,0.9383841330027709
0.025742583336056366,0.972862602746898,0.8330820454831009,0.9669680618346216
0.02583300417337644,0.97497425873894,0.859210439160098,0.9458582470468134
0.027353984574826126,0.9684385961850579,0.8022691893186444,0.9770672305673035
0.024501252361612085,0.976496919774524,0.8675828024415463,0.9483374653638618
0.025681728698934116,0.9761566115774594,0.8666733446859661,0.9463322152544845
0.025430342974626305,0.9720729132126839,0.8247814401779371,0.9734213212775266
0.023405927904629305,0.9783162597511387,0.8900041678243956,0.934264255505323
0.02428976617239338,0.9772342542014973,0.880490646200233,0.9369257692868601
0.02503337791917147,0.9758163033803947,0.8663987945755901,0.9433790287297652
0.02387007694701121,0.9782988080487252,0.8906130401503027,0.9332798599970833
0.02480778610944981,0.9767325177571072,0.8716568544995795,0.9446550969811871
0.02420364179405927,0.9774611263328737,0.8789663625221299,0.9412644013416946
0.024358141071958623,0.9776792726130434,0.8861811132650236,0.9333527781828788
0.024334459427918773,0.9768764943020192,0.872349734132059,0.9450561470030626
0.026094060943093307,0.9741234882462785,0.8490792764119386,0.953186524719265
0.025006943102926015,0.9753756478944521,0.8573725310059715,0.952712556511594
0.026133018331117152,0.9747910158635975,0.851415400597325,0.9562126294297798
0.02328551474881048,0.9792019336486274,0.9034647295516861,0.9250401050021876
0.025353665428701787,0.9753407444896249,0.8608643775686067,0.9469884789266443
0.02394681294244947,0.9769463011116735,0.8806380638063807,0.9339361236692431
0.02489901275015048,0.9763965724856459,0.8665512419258175,0.9488843517573283
0.024832836987043264,0.9766059929146088,0.8820555440127432,0.9286860142919644
0.024821681391622406,0.9767194289802971,0.8697282099343955,0.947353069855622
0.025174078807079545,0.975886110190049,0.8615816410764405,0.9513271109814788
0.0260760609995729,0.9706505994659779,0.8143087060824148,0.9776870351465655
0.024825768732019544,0.9762089666847001,0.8690672130596889,0.9433061105439696
0.027544456679315772,0.9672867838257622,0.7900174621653085,0.9896820767099315
0.02408929225387207,0.9787481893858746,0.893349143793813,0.9338996645763453
