x y z track_id event_id time_left time_right
-84.08238 -115.82117 -210.87086 0 16 0.4656034482758621 0.6378448275862069
-95.354675 -133.08093 -212.79083 0 16 0.4656034482758621 0.6378448275862069
-106.96703 -150.09064 -214.79132 0 16 0.4656034482758621 0.6378448275862069
-118.73174 -167.10783 -216.82504 0 16 0.4656034482758621 0.6378448275862069
-130.85231 -183.83977 -218.7805 0 16 0.4656034482758621 0.6378448275862069
-143.22934 -200.4193 -220.63014 0 16 0.4656034482758621 0.6378448275862069
-155.99919 -216.64952 -222.73851 0 16 0.4656034482758621 0.6378448275862069
-168.91824 -232.86317 -224.7016 0 16 0.4656034482758621 0.6378448275862069
-182.12892 -248.85452 -226.79778 0 16 0.4656034482758621 0.6378448275862069
-195.70428 -264.51862 -228.95009 0 16 0.4656034482758621 0.6378448275862069
-209.4973 -280.0492 -230.66429 0 16 0.4656034482758621 0.6378448275862069
-223.66309 -295.23227 -232.68651 0 16 0.4656034482758621 0.6378448275862069
-238.02794 -310.2927 -234.64508 0 16 0.4656034482758621 0.6378448275862069
-252.59586 -325.21524 -236.89265 0 16 0.4656034482758621 0.6378448275862069
-267.62778 -339.65842 -238.92113 0 16 0.4656034482758621 0.6378448275862069
-282.71622 -354.13657 -240.97513 0 16 0.4656034482758621 0.6378448275862069
-298.1093 -368.32553 -243.0172 0 16 0.4656034482758621 0.6378448275862069
-313.65247 -382.40933 -244.81409 0 16 0.4656034482758621 0.6378448275862069
-329.51315 -396.17426 -246.96806 0 16 0.4656034482758621 0.6378448275862069
-345.77225 -409.5211 -248.88928 0 16 0.4656034482758621 0.6378448275862069
-362.2849 -422.61942 -251.00858 0 16 0.4656034482758621 0.6378448275862069
-379.15152 -435.34726 -252.98972 0 16 0.4656034482758621 0.6378448275862069
-395.99698 -448.1276 -255.01921 0 16 0.4656034482758621 0.6378448275862069
-413.1057 -460.62265 -257.2513 0 16 0.4656034482758621 0.6378448275862069
-430.64844 -472.63904 -259.26605 0 16 0.4656034482758621 0.6378448275862069
-448.33603 -484.492 -261.22696 0 16 0.4656034482758621 0.6378448275862069
-466.24118 -496.09238 -263.52316 0 16 0.4656034482758621 0.6378448275862069
-484.32 -507.47797 -265.437 0 16 0.4656034482758621 0.6378448275862069
-502.61288 -518.59705 -267.30334 0 16 0.4656034482758621 0.6378448275862069
