x y z track_id event_id time_left time_right
62.79366 94.45455 17.13894 0 10 0.6366363636363637 1.0
74.21161 111.54893 23.701479 0 10 0.6366363636363637 1.0
85.47131 128.77014 30.426037 0 10 0.6366363636363637 1.0
96.5336 146.176 36.782986 0 10 0.6366363636363637 1.0
107.54033 163.55022 43.60823 0 10 0.6366363636363637 1.0
118.35824 181.09325 49.963387 0 10 0.6366363636363637 1.0
128.98102 198.81462 56.903614 0 10 0.6366363636363637 1.0
139.53102 216.52466 63.383392 0 10 0.6366363636363637 1.0
149.9497 234.31116 69.82772 0 10 0.6366363636363637 1.0
160.2529 252.14738 76.49767 0 10 0.6366363636363637 1.0
170.3314 270.20398 83.02687 0 10 0.6366363636363637 1.0
180.3194 288.268 89.77183 0 10 0.6366363636363637 1.0
190.23656 306.3042 96.031494 0 10 0.6366363636363637 1.0
209.49423 342.8717 109.35258 0 10 0.6366363636363637 1.0
219.0507 361.04724 115.96405 0 10 0.6366363636363637 1.0
228.13289 379.85208 122.606514 0 10 0.6366363636363637 1.0
237.28593 398.3837 129.14674 0 10 0.6366363636363637 1.0
246.36293 416.8799 135.77411 0 10 0.6366363636363637 1.0
255.19986 435.61594 142.42021 0 10 0.6366363636363637 1.0
263.9095 454.40012 149.08833 0 10 0.6366363636363637 1.0
272.5726 473.0896 155.72588 0 10 0.6366363636363637 1.0
280.94574 492.10452 162.04613 0 10 0.6366363636363637 1.0
289.2388 511.07886 168.74736 0 10 0.6366363636363637 1.0
297.45145 530.00824 175.42166 0 10 0.6366363636363637 1.0
305.33377 549.33716 182.27948 0 10 0.6366363636363637 1.0
313.22534 568.4563 188.69086 0 10 0.6366363636363637 1.0
328.3089 607.3709 202.07796 0 10 0.6366363636363637 1.0
335.81436 626.5864 208.96567 0 10 0.6366363636363637 1.0
343.09793 646.0017 215.32806 0 10 0.6366363636363637 1.0
350.08838 665.75397 221.96494 0 10 0.6366363636363637 1.0
357.09125 685.26263 228.76167 0 10 0.6366363636363637 1.0
363.93576 704.8476 235.33792 0 10 0.6366363636363637 1.0
370.62323 724.5046 242.10855 0 10 0.6366363636363637 1.0
132.61118 -46.408882 -175.68219 1 6 0.27299999999999996 0.8179090909090909
168.4187 -67.051796 -170.74748 1 6 0.27299999999999996 0.8179090909090909
186.0658 -77.80839 -168.40393 1 6 0.27299999999999996 0.8179090909090909
203.2358 -88.98609 -166.23183 1 6 0.27299999999999996 0.8179090909090909
220.66127 -100.2649 -163.85553 1 6 0.27299999999999996 0.8179090909090909
237.61612 -111.962036 -161.47975 1 6 0.27299999999999996 0.8179090909090909
254.55312 -123.86821 -159.27983 1 6 0.27299999999999996 0.8179090909090909
271.49298 -135.96236 -156.95122 1 6 0.27299999999999996 0.8179090909090909
288.06503 -148.42435 -154.5476 1 6 0.27299999999999996 0.8179090909090909
304.2952 -161.24492 -152.31418 1 6 0.27299999999999996 0.8179090909090909
320.57193 -174.21577 -150.06282 1 6 0.27299999999999996 0.8179090909090909
336.4953 -187.54636 -147.70062 1 6 0.27299999999999996 0.8179090909090909
352.24796 -201.13515 -145.40489 1 6 0.27299999999999996 0.8179090909090909
367.89612 -214.93854 -143.03267 1 6 0.27299999999999996 0.8179090909090909
383.21014 -229.08603 -140.75726 1 6 0.27299999999999996 0.8179090909090909
398.61398 -243.3198 -138.43582 1 6 0.27299999999999996 0.8179090909090909
413.45605 -258.03058 -136.28943 1 6 0.27299999999999996 0.8179090909090909
428.13882 -272.9716 -133.82568 1 6 0.27299999999999996 0.8179090909090909
442.79407 -288.05066 -131.62492 1 6 0.27299999999999996 0.8179090909090909
457.1721 -303.42154 -129.0582 1 6 0.27299999999999996 0.8179090909090909
471.0962 -319.20166 -126.909454 1 6 0.27299999999999996 0.8179090909090909
484.96756 -335.11844 -124.44794 1 6 0.27299999999999996 0.8179090909090909
498.48038 -351.3755 -121.90001 1 6 0.27299999999999996 0.8179090909090909
511.9956 -367.71393 -119.91552 1 6 0.27299999999999996 0.8179090909090909
538.0959 -401.2745 -115.00935 1 6 0.27299999999999996 0.8179090909090909
550.87115 -418.3474 -112.5483 1 6 0.27299999999999996 0.8179090909090909
587.1651 -471.38693 -105.50345 1 6 0.27299999999999996 0.8179090909090909
598.6371 -489.625 -103.107994 1 6 0.27299999999999996 0.8179090909090909
609.92737 -508.02692 -100.64241 1 6 0.27299999999999996 0.8179090909090909
621.03503 -526.58356 -98.41089 1 6 0.27299999999999996 0.8179090909090909
631.7283 -545.48474 -96.002304 1 6 0.27299999999999996 0.8179090909090909
117.95609 -80.99349 -99.65154 2 2 0.0 0.4542727272727273
135.76723 -91.48849 -84.86724 2 2 0.0 0.4542727272727273
153.43712 -102.02449 -70.18602 2 2 0.0 0.4542727272727273
171.0045 -112.570015 -55.32735 2 2 0.0 0.4542727272727273
188.87482 -122.85753 -40.515602 2 2 0.0 0.4542727272727273
206.75308 -133.08177 -25.924702 2 2 0.0 0.4542727272727273
224.72122 -143.18907 -11.217541 2 2 0.0 0.4542727272727273
242.70993 -153.2233 3.4759824 2 2 0.0 0.4542727272727273
260.77582 -163.14793 18.259077 2 2 0.0 0.4542727272727273
278.8608 -172.99887 32.892807 2 2 0.0 0.4542727272727273
297.04477 -182.7259 47.613712 2 2 0.0 0.4542727272727273
315.33032 -192.3277 62.44609 2 2 0.0 0.4542727272727273
333.4988 -201.93675 77.140625 2 2 0.0 0.4542727272727273
351.79022 -211.40602 91.68078 2 2 0.0 0.4542727272727273
370.21335 -220.73077 106.52265 2 2 0.0 0.4542727272727273
388.73697 -229.93011 121.24973 2 2 0.0 0.4542727272727273
407.00555 -239.21294 136.09659 2 2 0.0 0.4542727272727273
425.68832 -248.18465 150.64119 2 2 0.0 0.4542727272727273
444.3137 -257.12234 165.66557 2 2 0.0 0.4542727272727273
462.8857 -266.02188 180.16394 2 2 0.0 0.4542727272727273
481.51987 -274.81558 194.86165 2 2 0.0 0.4542727272727273
500.41458 -283.39072 209.76836 2 2 0.0 0.4542727272727273
519.1412 -291.99048 224.54535 2 2 0.0 0.4542727272727273
538.00037 -300.44388 239.06668 2 2 0.0 0.4542727272727273
556.89276 -308.80652 254.04646 2 2 0.0 0.4542727272727273
575.80304 -317.08618 268.92862 2 2 0.0 0.4542727272727273
594.793 -325.24823 283.59595 2 2 0.0 0.4542727272727273
613.7172 -333.37164 298.24667 2 2 0.0 0.4542727272727273
632.8696 -341.29605 313.26407 2 2 0.0 0.4542727272727273
652.0284 -349.1419 327.8599 2 2 0.0 0.4542727272727273
671.217 -356.89572 342.7093 2 2 0.0 0.4542727272727273
690.4692 -364.5391 357.57608 2 2 0.0 0.4542727272727273
709.6927 -372.12012 372.22552 2 2 0.0 0.4542727272727273
729.0392 -379.55853 386.9027 2 2 0.0 0.4542727272727273
748.37726 -386.92267 401.90808 2 2 0.0 0.4542727272727273
45.410748 131.34898 -209.33241 3 8 0.45481818181818184 0.9997272727272728
55.60666 149.29378 -233.55814 3 8 0.45481818181818184 0.9997272727272728
66.29023 167.20079 -256.99362 3 8 0.45481818181818184 0.9997272727272728
77.643005 184.56876 -280.92365 3 8 0.45481818181818184 0.9997272727272728
101.93447 218.63179 -328.6428 3 8 0.45481818181818184 0.9997272727272728
115.010506 234.96759 -352.62036 3 8 0.45481818181818184 0.9997272727272728
128.60515 251.02567 -376.79382 3 8 0.45481818181818184 0.9997272727272728
142.68553 266.8309 -400.72418 3 8 0.45481818181818184 0.9997272727272728
157.34973 282.16623 -424.94308 3 8 0.45481818181818184 0.9997272727272728
172.6385 296.94458 -449.43582 3 8 0.45481818181818184 0.9997272727272728
188.40556 311.39874 -473.98566 3 8 0.45481818181818184 0.9997272727272728
204.64517 325.49976 -498.49664 3 8 0.45481818181818184 0.9997272727272728
221.55408 338.90964 -523.26996 3 8 0.45481818181818184 0.9997272727272728
238.83385 352.06613 -548.0458 3 8 0.45481818181818184 0.9997272727272728
256.8266 364.43158 -572.93805 3 8 0.45481818181818184 0.9997272727272728
275.1509 376.5312 -598.1227 3 8 0.45481818181818184 0.9997272727272728
294.09772 387.92606 -623.4808 3 8 0.45481818181818184 0.9997272727272728
313.56927 398.7289 -648.86316 3 8 0.45481818181818184 0.9997272727272728
333.4668 409.03488 -674.5361 3 8 0.45481818181818184 0.9997272727272728
374.75116 427.75916 -726.1054 3 8 0.45481818181818184 0.9997272727272728
396.11722 436.14108 -752.48584 3 8 0.45481818181818184 0.9997272727272728
417.9324 443.8628 -779.1079 3 8 0.45481818181818184 0.9997272727272728
440.22662 450.85773 -805.91205 3 8 0.45481818181818184 0.9997272727272728
463.01038 457.08258 -832.7169 3 8 0.45481818181818184 0.9997272727272728
486.1311 462.65 -859.7918 3 8 0.45481818181818184 0.9997272727272728
509.87662 467.24664 -887.6032 3 8 0.45481818181818184 0.9997272727272728
533.94086 471.12234 -915.43463 3 8 0.45481818181818184 0.9997272727272728
558.3498 474.202 -943.5751 3 8 0.45481818181818184 0.9997272727272728
583.36975 476.21698 -972.38824 3 8 0.45481818181818184 0.9997272727272728
608.56067 477.48566 -1001.1779 3 8 0.45481818181818184 0.9997272727272728
634.1902 477.7355 -1030.5323 3 8 0.45481818181818184 0.9997272727272728
686.8718 474.9122 -1090.6914 3 8 0.45481818181818184 0.9997272727272728
-59.348137 118.77472 -290.74515 4 6 0.27299999999999996 0.8179090909090909
-70.377884 136.24487 -306.56613 4 6 0.27299999999999996 0.8179090909090909
-81.31094 153.65855 -322.5348 4 6 0.27299999999999996 0.8179090909090909
-91.99423 171.30774 -338.307 4 6 0.27299999999999996 0.8179090909090909
-102.50396 189.0437 -354.15802 4 6 0.27299999999999996 0.8179090909090909
-112.80417 206.9298 -370.04562 4 6 0.27299999999999996 0.8179090909090909
-122.79122 225.15173 -386.098 4 6 0.27299999999999996 0.8179090909090909
-132.81024 243.07472 -401.79733 4 6 0.27299999999999996 0.8179090909090909
