Train_Loss,Test_loss,Acceracy,Preciion,Recall
0.07900486680213362,0.09146563577155273,0.8595666562391953,0.7079173706035939,0.41018510278544096
0.05024096772540361,0.07330271235356728,0.8025462238833001,0.48354829931972787,0.9883865800480556
0.04060035516973585,0.0752437058960398,0.8794680343118692,0.8582209009833066,0.4174824241345555
0.03281543234596029,0.044034028636912505,0.9302731448705073,0.9004575350300258,0.7005650974459375
0.03097277504275553,0.08384824282179276,0.8674037242537498,0.87536847069921,0.33033727863308715
0.024459481188678182,0.051199644127239784,0.9177313663829296,0.9494723952893723,0.586544451366023
0.021906444456544705,0.04387140357246001,0.9393738577802657,0.9434449564171045,0.715181988075109
0.019953511871572117,0.037177955329728625,0.9418929153563725,0.9174813811780637,0.7537154044673845
0.019534050072543323,0.029106634286387514,0.9491413800484054,0.8021806853582555,0.9624454925691911
0.02159349694120465,0.07780903736750285,0.8723348206200504,0.9550561797752809,0.32526475037821484
0.019279643954650965,0.029751129938910405,0.9595263183891203,0.8409157103745558,0.9635133932544273
0.01719008404237684,0.03037773660073678,0.9561428783114082,0.8801631820499745,0.8831983625522827
0.016493150394089752,0.029260068945586682,0.9589871083524046,0.8603328938694792,0.9291625878793273
0.020808696701133157,0.024867523120095332,0.9723726888058349,0.8848538529672276,0.977930052505117
0.016756925934605534,0.02181360519879187,0.9719240331264304,0.9015312677717632,0.9522559401975617
0.015863992744416463,0.032378664177376774,0.9485692411544857,0.8023665331221467,0.9579736584497641
0.0151237000132096,0.025008221046688657,0.9609587236774948,0.8524238268439568,0.95416926225861
0.014258531973464415,0.026821521666521828,0.9642145644335414,0.9066355601417739,0.8991723769689419
0.015474624804337509,0.03868155739270151,0.9448276997546801,0.802238233941438,0.9313873809735694
0.01437960684299469,0.03940009446814656,0.9499522531570542,0.8576227559278407,0.8746996529322772
0.01364739731841837,0.03268553581399222,0.9473055962592818,0.8133749268863326,0.9281391830559758
0.014627714059024584,0.021275984694172318,0.9712284110179956,0.8826565587322069,0.9739699207973659
0.013592284580008709,0.02550542511162348,0.9580856808864449,0.8337974075852136,0.9660051615199786
0.013222936372258118,0.04575187492805222,0.9388511121721521,0.8846507822885775,0.7698674023315831
0.014093538665911183,0.02909455660264939,0.9722780183413735,0.9237132149114053,0.9266930675447184
0.013065276903507766,0.028449263085300724,0.9647990516489126,0.9125782171034733,0.8955237162943847
0.013358838515778189,0.036221908030565825,0.9496929384065727,0.8544997616881147,0.8775028922310225
0.014253096901593381,0.031992698425116636,0.9546528475229267,0.815995827823204,0.9746818545875233
0.013258973983392935,0.03766225833290567,0.9550027166307193,0.8869676010192937,0.8673133398593931
0.012510478814219824,0.041025583373072244,0.9509318866588735,0.8937692252664712,0.8338969475838747
0.012316683537683275,0.029167923184965427,0.9507713584800039,0.8310718586912886,0.9211533327400552
0.012385027478449046,0.03337997543431508,0.9533809704134218,0.8541096178961115,0.9021091038533416
0.012186672995012486,0.03206967053546881,0.9372334820620051,0.7630791035521304,0.9582628815520157
0.012037269494285283,0.038470527692697945,0.946190131221496,0.8479879473350946,0.864042894010857
0.011872842624725308,0.04546159241814166,0.9366325304180319,0.8754669038241647,0.7665302126902198
0.018409512127145717,0.041443144548684356,0.9593534418887992,0.8223443560097788,0.9953279345020913
0.01494194575556321,0.0354965695583572,0.9520679322324119,0.8483213053027926,0.9022425914389962
0.012780240186766606,0.039482096331194046,0.9497135189423251,0.8620605738811088,0.8669128771024295
0.012232439857834834,0.03397583661212896,0.9368012908112024,0.7684798780709076,0.9422888671353564
0.012159352033195318,0.033001955200452356,0.9511582725521511,0.8438448426391718,0.903132508676693
0.011761404922763176,0.03675647808394084,0.9394685282447273,0.7863500359807598,0.9238230844531459
0.011870622532223934,0.03304992630844936,0.9458937715066599,0.8248054415098964,0.8983714514550147
0.011707891035621287,0.04272665376154085,0.9329074534468281,0.8009749537737435,0.8480911275251402
0.01165097144075844,0.036597386971116065,0.9411067388906268,0.7860557173799387,0.9365933968140963
0.011663046548746933,0.041386632253415885,0.9412055254622388,0.8387688364488046,0.844553706505295
0.011816086774415454,0.02809826877453209,0.9482111398323921,0.8215122978503596,0.9199519444691644
0.011529460223246133,0.04328827691342061,0.940295865781978,0.9143370443966573,0.7473080003559669
0.011158182721119373,0.02666267376897546,0.9613415216424914,0.8604769049839815,0.9441354454035775
0.01161369380668475,0.032074027062238504,0.9378426659202792,0.7651699568222605,0.9580626501735339
0.01128589228977944,0.03737134268274531,0.9502980061576963,0.9153673144474489,0.8058645545964225
0.01094135042423659,0.03510091710913305,0.9541836113077695,0.8963270281039777,0.8507608792382308
0.011000870449897775,0.0330461979455625,0.9577769728501573,0.9189411139558475,0.846444780635401
0.01124612738720316,0.05110248138507207,0.9253050035398521,0.9443283928512218,0.6336210732401887
0.011537744362249214,0.0356596777588129,0.9521420221611209,0.8683913764510779,0.8737429919017531
0.010904286144323124,0.041596755198358246,0.9405675288539112,0.8425283484899517,0.8347868648215716
0.010692892379720433,0.045622782668409245,0.9409379784974562,0.8456654842863921,0.8327400551748687
0.01067141510106012,0.030933921228473386,0.9539448770930404,0.8369363434936223,0.9328112485538845
0.010774769107520114,0.04589672888008257,0.9461078090784859,0.9108520133102896,0.7855966895078758
0.011534981182703631,0.047782721975818274,0.9313927260154437,0.9162496320282603,0.6924668505828958
0.010838654231374676,0.029061541120366505,0.9576946507071472,0.8472138765372752,0.9410429830025807
0.010947577864972118,0.05004710429968933,0.9249633666463606,0.8511275824002523,0.7204324997775207
0.010487976097065256,0.03974472186528146,0.9514710966955892,0.8870162005695877,0.8453768799501646
0.010648260269517778,0.03427220932751273,0.9477089747600309,0.7933406113537118,0.9700542849514995
0.010514395497375517,0.03502611118834466,0.9533809704134218,0.8564824632087875,0.8985939307644389
0.010650611010569265,0.043292541236927114,0.9469845399015427,0.8382843157939154,0.8839770401352675
0.011214608216760099,0.025593119462331136,0.9695490393005911,0.9048604821667313,0.9335676782059269
0.01042214722991048,0.03731780126302813,0.9504749987651678,0.8391583893170671,0.9059579959063807
0.010815568216821702,0.02976135388482362,0.9561922715972142,0.853375636086446,0.9215537954970188
0.010457171586313051,0.031401744858594614,0.9477213230814825,0.8212812593404404,0.9169707217228797
0.010141892008887226,0.03561780608414362,0.9452269621482786,0.809556420842546,0.9204858948117826
0.01009912133540638,0.034001791046272656,0.9364514217034098,0.7661969798112833,0.9448251312627926
0.01165609140676679,0.03500718112724523,0.9525783295190741,0.8418382999611397,0.9157248375901041
0.010610280157779926,0.030991707081751276,0.9472479707591748,0.8080374261829895,0.9376168016374478
0.010362836717977188,0.02308640610096821,0.9539778059502445,0.8103527508685502,0.9807777876657471
0.010625521852452947,0.03124425740718531,0.9498946276569472,0.8166238383213865,0.9403310492124233
0.010494189750679651,0.025946435620232175,0.9570895829560235,0.8328673081744027,0.9608881374032215
0.010209455784788588,0.02780941633701635,0.9535044536279368,0.8348191188761094,0.9333674468274451
0.010129684966850619,0.035489459365295864,0.9394973409947808,0.7898357702700113,0.9169707217228797
0.010149203025648604,0.019427590703320067,0.9596498016036353,0.8247011216023947,0.9929696538221945
0.010046554500004277,0.03250306806876324,0.9470133526515963,0.8177189611110011,0.9183055975794251
0.01026861422451475,0.03179937500545445,0.9538460905214284,0.8449457044111331,0.9192177627480644
0.010963745432818542,0.04450167216981451,0.9448482802904326,0.8859204892966361,0.8056420752869983
0.010230184763258876,0.02987976775310623,0.9548380723446993,0.8349633251833741,0.942110883687817
0.01001146077980593,0.041096322520946464,0.9623088068228592,0.8428979286822894,0.9786864821571594
0.009853919621164095,0.028184894695101926,0.9499316726213016,0.7958417557031475,0.9810447628370561
0.010025619811731303,0.03173015810238818,0.9381060967779113,0.7683611764072565,0.9526564029545252
0.009944454826236324,0.029955962566891686,0.9495694551920576,0.8115091463414634,0.9474948829758832
0.010076625105066342,0.02861864789466684,0.9450705500765596,0.7820840102111859,0.9746818545875233
0.009710316741129646,0.032084720159570375,0.9610822068920098,0.8882156060639206,0.9033327400551748
0.00968057881038476,0.027944815853455415,0.9451981493982251,0.789063927775138,0.9605766663700276
0.009966669918503613,0.03240128362590137,0.9485486606187332,0.816010907674328,0.9320548189018422
0.01103381145718231,0.02552389112378781,0.9703640285163904,0.8948535564853557,0.9516329981311737
0.009900172798497807,0.024367939613875934,0.9574106393137626,0.8207895273590329,0.9848269110972679
0.00981831554096061,0.024683591237602134,0.9587401419233745,0.8332315560474791,0.9714114087389872
0.010259536603280139,0.029404916807931537,0.9552908441312544,0.8180732335485797,0.9752158049301415
0.009398539695557701,0.029541967201512306,0.9610369297133543,0.8477400133286291,0.9622230132597669
0.010020872920576948,0.029483639097306877,0.9425267958575497,0.7710990953155896,0.9803773249087835
0.009559421703816042,0.02808775057143066,0.9488162075835158,0.7996755580953785,0.9651152442822818
0.009722571352649539,0.02670398685906548,0.953841974414278,0.8114405997267256,0.9777075731956928
0.010828481306889444,0.049241645419970156,0.9532080939131008,0.8364190109802035,0.9287176292604787
0.010611590993867138,0.037152222062771516,0.9603083787477156,0.8412100125640283,0.9682299546142209
0.009369280593728036,0.04049177245081713,0.9419340764278775,0.7998755420726135,0.9151018955237163
0.009755874205438886,0.029658147730709364,0.9411149711049278,0.7700592258337446,0.9719453590816054
0.0096192219900513,0.021006038094249866,0.9604318619622306,0.8325897479339621,0.9839814897214559
0.009790251961549075,0.027785767628035196,0.9551138515237829,0.8222731317568207,0.9662276408294028
0.009520184409739159,0.03769744260391841,0.9410861583548743,0.7820434918705923,0.9449141229865623
0.009483471407711476,0.036021275095796834,0.9483799002255626,0.7864884456938772,0.9896547121117736
0.00982879927911199,0.035988769622830055,0.9425350280718507,0.7637056831140537,0.9982646613864911
0.013597366824124038,0.06069010056555271,0.9513723101239772,0.915088194026859,0.8125611818100916
0.01099356463389995,0.039194123560252286,0.9560152789897427,0.8277405777692749,0.9625789801548456
