Loss,Acceracy,Preciion,Recall
0.0040681952650473766,0.9974758273100539,0.9821817854247366,0.9958533511133844
0.0037154925434567435,0.9970606673281549,0.9783462801169696,0.9961821602761997
0.003604547566979558,0.9976117922041259,0.9829327854523172,0.9962826297426155
0.0034107674499994443,0.997784083596614,0.9844053173535968,0.9962826297426155
0.0033913298630795907,0.9979459959895546,0.9859776329231799,0.9960908243976399
0.0034122705842258125,0.9975661246061169,0.9827258391529624,0.9960908243976399
0.0034866953329765237,0.9975214949080629,0.9818937744101078,0.996565770966151
0.0034031668068252785,0.9979428822896903,0.9862234283129806,0.9958076831741044
0.003487736488423252,0.9974311976119998,0.9813940097348557,0.9962826297426155
0.0033112173889094263,0.9978359785943514,0.9851651081899083,0.9959538205798002
0.003285315554873835,0.9975028127088774,0.9818474719657289,0.9964470343240232
0.0030977196642405554,0.9972661715191949,0.9797248760864881,0.996565770966151
0.0033233448506819383,0.9978847598922245,0.9853379586969483,0.9962095610397677
0.0033111448781866265,0.997828713294668,0.9847874760752591,0.9962826297426155
0.0032624054686831577,0.9976180196038543,0.9827162272919687,0.996565770966151
0.0033591593364950055,0.9982988819741687,0.9890177656458298,0.9960908243976399
0.003309386504224676,0.9974322355119545,0.9811344507589382,0.996565770966151
0.0033192751893667653,0.9981525380805494,0.9872957272381779,0.996565770966151
0.0032015683142370627,0.9983435116722229,0.9890575137800987,0.9964470343240232
0.0031029896457662937,0.997784083596614,0.9842479904008372,0.9964470343240232
0.003430408441334813,0.9980861124834455,0.9871825044806923,0.9960908243976399
0.0032236670769530715,0.9980861124834455,0.9879598904785218,0.9952870686663134
0.003135108519730108,0.9984473016676977,0.9904356198227002,0.9959538205798002
0.003125419447429262,0.9977031274001437,0.9837128556612706,0.9962826297426155
0.003075335322594453,0.9979480717894641,0.9858109878986706,0.9962826297426155
0.0031769217635103683,0.9979906256876088,0.9861764067698539,0.9962826297426155
0.0031619859190063185,0.9982303805771554,0.9887007699074116,0.9958076831741044
0.0030897826757219655,0.99755366980666,0.9821677723667984,0.996565770966151
0.0030909975435549444,0.9980165731864774,0.9865137440415351,0.9961638931004877
0.002999014151667195,0.9974540314110042,0.9794912687817509,0.9985020915916191
0.003273920131214254,0.9981255526817259,0.9870635064230143,0.996565770966151
0.0031670631116607444,0.9975609351063432,0.9818566159935235,0.9969585152439582
0.005529617323554703,0.9966745685449888,0.9749651424689857,0.9963191640940394
0.00423967506192899,0.9973969469134931,0.9805753715117428,0.9968397786018304
0.004092625615895876,0.9975142296083795,0.9815286108688028,0.9968854465411103
0.0038544343671882025,0.9977404917985145,0.9843469312221851,0.9959538205798002
0.003930272098306367,0.9978110689954374,0.9849953477447854,0.9959081526405202
0.0038112998530310245,0.9977851214965687,0.9836024217961655,0.9971320534132218
0.0037036610885947344,0.997763325597519,0.9847000063223115,0.9957894159983924
0.003794853224691386,0.9975100780085606,0.9819093306452339,0.9964470343240232
0.003763825898089895,0.9980560133847578,0.9876648388997145,0.9953236030177375
0.0036060764960088166,0.997459220910778,0.9819447446149413,0.9959538205798002
0.0035057107232569253,0.9981141357822236,0.9880601615549894,0.9954332060720092
0.0034302676278665394,0.9979345790900523,0.9865129077808755,0.9954332060720092
0.003469173791724773,0.998063278684441,0.9873476189613636,0.9957163472955446
0.0032961838917461655,0.9979511854893283,0.9866558030056128,0.9954332060720092
0.003293836383766445,0.996830253538201,0.975814094883854,0.9968123778382624
0.003458175704810336,0.9980155352865226,0.9865224234310834,0.9961456259247757
0.0033589419068136652,0.9983684212711368,0.9902596812589726,0.9954332060720092
0.003393720632136267,0.9973253318166155,0.9802265723962591,0.996565770966151
0.0033721936570301684,0.9983300189728112,0.9899268813297607,0.9954332060720092
0.003333495905286067,0.9980248763861154,0.987105070134292,0.9956250114169848
