x y z track_id event_id
104.724045 -20.511341 -262.6898 0 0
124.318054 -26.778694 -275.44693 0 0
143.69998 -33.32787 -287.73532 0 0
163.26419 -40.066174 -299.8404 0 0
182.59366 -47.089516 -312.51263 0 0
202.02661 -54.311256 -324.7672 0 0
221.1388 -61.84274 -337.1914 0 0
240.1912 -69.61444 -349.61685 0 0
259.3421 -77.57682 -361.93967 0 0
278.43256 -85.7723 -374.25064 0 0
297.2507 -94.26599 -386.73233 0 0
315.93515 -103.01613 -399.30295 0 0
334.75403 -111.93259 -411.72656 0 0
353.24332 -121.16713 -424.12595 0 0
371.81924 -130.5779 -436.5243 0 0
390.2176 -140.25366 -448.98166 0 0
408.3983 -150.20949 -461.4644 0 0
426.29797 -160.47035 -474.06946 0 0
444.4559 -170.83171 -486.4008 0 0
462.39188 -181.4713 -498.7909 0 0
480.42737 -192.26138 -511.2644 0 0
498.08087 -203.39172 -523.8974 0 0
515.5015 -214.80492 -536.57227 0 0
532.8611 -226.42897 -549.2282 0 0
550.1627 -238.25919 -561.3507 0 0
567.32385 -250.32852 -574.0596 0 0
584.4787 -262.57513 -586.81775 0 0
601.4255 -275.0864 -599.28705 0 0
617.86206 -288.00293 -612.00116 0 0
634.5786 -300.95746 -624.503 0 0
651.2241 -314.10693 -637.32245 0 0
667.54193 -327.57346 -650.00964 0 0
683.65704 -341.2972 -662.8555 0 0
699.66235 -355.23032 -675.5227 0 0
715.5699 -369.3634 -688.217 0 0
-133.58284 50.69732 276.27365 1 1
-152.09209 59.854713 279.8009 1 1
-170.53275 69.13514 283.5402 1 1
-188.7087 78.620476 287.2159 1 1
-206.8 88.23952 290.74768 1 1
-225.16934 97.83444 294.20386 1 1
-243.4993 107.53677 298.2222 1 1
-261.30817 117.562386 301.9515 1 1
-279.31955 127.59018 305.43234 1 1
-297.46652 137.64505 309.07242 1 1
-315.12164 148.01727 312.5778 1 1
-333.037 158.3566 316.23987 1 1
-350.52463 168.98775 320.01035 1 1
-368.5612 179.44073 323.76443 1 1
-386.38855 190.0781 327.37646 1 1
-403.5864 201.11115 331.06503 1 1
-421.0732 212.08589 334.74298 1 1
-438.6392 223.10278 338.27264 1 1
-455.94608 234.33281 341.9571 1 1
-473.20132 245.67067 345.5711 1 1
-490.35852 257.13977 349.15994 1 1
-507.48605 268.7038 352.9558 1 1
-524.65515 280.3234 356.48624 1 1
-541.5081 292.18927 360.04688 1 1
-558.4142 304.10342 364.00098 1 1
-575.24805 316.13223 367.6565 1 1
-591.93744 328.31512 371.31226 1 1
-608.85876 340.442 374.92627 1 1
-625.3451 352.88397 378.3711 1 1
-642.01294 365.2949 382.40088 1 1
-658.4476 377.90842 385.90518 1 1
-674.94995 390.5519 389.50717 1 1
-691.1609 403.43237 393.2685 1 1
-707.40643 416.36035 396.80768 1 1
-723.49945 429.44458 400.7088 1 1
127.750404 -36.743065 135.59528 2 1
147.44678 -42.589233 118.42503 2 1
167.09695 -48.816174 101.244606 2 1
186.78441 -55.396194 83.90572 2 1
206.25726 -62.400352 66.55771 2 1
225.42789 -69.85469 49.156776 2 1
244.69312 -77.63463 31.769295 2 1
263.75497 -85.828995 14.537498 2 1
282.83847 -94.3614 -2.7838657 2 1
301.53232 -103.36532 -20.274017 2 1
320.16467 -112.72872 -37.86467 2 1
338.66547 -122.47112 -55.213757 2 1
356.89804 -132.63908 -72.48494 2 1
375.23325 -143.09077 -90.11958 2 1
393.25363 -153.97772 -107.70697 2 1
410.9408 -165.3078 -125.24398 2 1
428.59073 -176.95972 -142.8223 2 1
445.953 -189.03069 -160.46022 2 1
463.12405 -201.47765 -178.40793 2 1
479.7617 -214.44876 -196.0394 2 1
496.72882 -227.55556 -213.82678 2 1
513.3168 -241.10739 -231.61386 2 1
529.4903 -255.12193 -249.61122 2 1
545.43036 -269.51163 -267.6717 2 1
561.31824 -284.1795 -285.80127 2 1
576.6832 -299.3573 -303.88577 2 1
591.918 -314.8412 -322.14423 2 1
607.0878 -330.58505 -340.25522 2 1
621.60706 -346.90158 -358.4523 2 1
636.267 -363.3478 -376.8594 2 1
650.21643 -380.39792 -395.2909 2 1
664.153 -397.6449 -413.97626 2 1
677.63477 -415.3408 -432.39493 2 1
690.68353 -433.47092 -451.1385 2 1
703.5662 -451.86163 -469.89517 2 1
-97.887856 113.15556 -98.09147 3 2
-109.22159 130.56204 -139.48615 3 2
-119.48389 148.8887 -180.9561 3 2
-129.04915 167.63991 -222.62016 3 2
-137.79115 186.91487 -264.74976 3 2
-145.70425 206.66234 -307.05914 3 2
-152.76889 226.84447 -349.48447 3 2
-159.03384 247.312 -392.2082 3 2
-164.20192 268.45364 -435.32727 3 2
-168.46849 289.89502 -478.64777 3 2
-171.77774 311.63696 -522.54364 3 2
-173.99217 333.83945 -566.6918 3 2
-175.16777 356.3097 -611.4659 3 2
-175.16023 379.24048 -656.5682 3 2
-174.17853 402.0626 -702.4693 3 2
-171.90955 425.336 -748.7611 3 2
-168.47789 448.6282 -795.7561 3 2
-163.71028 472.22238 -843.52435 3 2
-157.60628 495.95966 -892.171 3 2
-150.173 519.59 -941.42737 3 2
-141.27916 543.28107 -991.63806 3 2
-130.84181 567.06885 -1042.943 3 2
-118.85526 590.6179 -1095.537 3 2
-105.2296 613.8367 -1149.2119 3 2
-89.82283 636.8963 -1204.394 3 2
-72.52939 659.782 -1261.0438 3 2
-53.2767 681.9565 -1319.7051 3 2
-31.873163 703.78906 -1380.2374 3 2
-8.172938 724.88055 -1443.3276 3 2
18.030731 745.2236 -1509.0315 3 2
46.999252 764.2974 -1578.0464 3 2
79.069145 781.94403 -1650.7842 3 2
114.67678 797.8384 -1728.2843 3 2
154.3892 811.6726 -1811.9198 3 2
199.01659 822.89703 -1903.0803 3 2
-133.36357 62.858078 -49.029022 4 3
-151.04144 73.99216 -45.182854 4 3
-168.20256 85.889854 -40.824844 4 3
-184.80331 98.562836 -36.766266 4 3
-201.20872 111.79779 -32.602516 4 3
-216.87373 125.87255 -28.091574 4 3
-232.13602 140.58086 -24.129955 4 3
-246.92464 155.93779 -19.739195 4 3
-261.34366 171.84705 -15.460471 4 3
-275.00052 188.53746 -11.317149 4 3
-287.97662 205.93951 -7.055503 4 3
-300.60092 223.78656 -2.5531533 4 3
-312.40744 242.38367 1.9356112 4 3
-323.60095 261.547 6.306869 4 3
-333.8636 281.50122 10.663982 4 3
-343.40372 302.04703 15.120643 4 3
-352.48718 322.8964 19.772474 4 3
-360.38138 344.66592 24.504261 4 3
-367.58215 366.85596 29.143547 4 3
-373.95135 389.53513 33.733997 4 3
-379.16528 412.98636 38.590347 4 3
-383.60114 436.74503 43.590218 4 3
-386.96448 461.05618 48.300724 4 3
-389.07724 486.0651 53.17386 4 3
-390.1326 511.45502 58.423702 4 3
-389.9437 537.3621 63.252934 4 3
-388.6173 563.51996 68.67446 4 3
-385.77048 590.3444 74.1041 4 3
-381.6682 617.289 79.54837 4 3
-375.76743 645.0477 85.25766 4 3
-368.45636 672.77435 90.873085 4 3
-359.19455 701.1794 96.856735 4 3
-348.20648 729.54803 102.89072 4 3
-335.08426 758.3249 109.02421 4 3
-319.7991 787.1145 115.683716 4 3
58.397152 -132.44077 250.23753 5 4
66.4843 -151.57771 249.02206 5 4
74.317314 -170.62227 247.93446 5 4
81.80838 -189.75854 246.74374 5 4
88.742744 -209.47597 245.5429 5 4
95.50358 -228.8632 244.42204 5 4
101.668015 -248.91425 243.31804 5 4
107.67052 -268.56244 242.20544 5 4
113.11339 -288.77304 240.96126 5 4
118.242226 -308.91986 239.83913 5 4
122.92762 -329.3205 238.6513 5 4
127.370834 -349.41705 237.59195 5 4
131.20023 -370.20837 236.47897 5 4
134.74889 -390.76105 235.13194 5 4
137.80054 -411.6744 234.01044 5 4
140.49281 -432.53156 232.91112 5 4
142.7206 -453.63458 231.61766 5 4
144.64758 -474.4436 230.51456 5 4
146.00734 -495.8055 229.51778 5 4
147.02437 -516.9624 228.28882 5 4
147.61336 -538.1743 227.22601 5 4
147.68791 -559.74646 225.9473 5 4
147.42879 -580.9807 224.62848 5 4
146.67274 -602.4754 223.40302 5 4
145.49142 -623.9273 222.32507 5 4
143.75722 -645.87274 220.88933 5 4
141.66638 -667.42804 219.80011 5 4
139.14264 -688.87866 218.60522 5 4
136.09189 -710.6655 217.44762 5 4
132.6289 -732.17914 216.04065 5 4
128.6551 -753.91187 214.97806 5 4
124.20902 -775.63 213.82837 5 4
119.27632 -797.3888 212.34564 5 4
113.88472 -818.9594 211.21317 5 4
107.99203 -840.5832 209.91261 5 4
-141.75586 16.387575 250.85254 6 4
-161.91066 21.1043 249.85448 6 4
-182.16882 26.006687 248.93053 6 4
-201.75275 31.20981 247.71059 6 4
-221.59055 36.580246 246.73753 6 4
-241.57002 42.1274 245.69685 6 4
-261.30518 47.91617 244.53217 6 4
-281.22543 53.868694 243.56436 6 4
-300.82703 60.079124 242.64021 6 4
-320.62946 66.44535 241.44049 6 4
-339.85727 73.12749 240.35223 6 4
-359.5063 79.915016 239.26884 6 4
-379.07642 86.91147 238.34836 6 4
-398.5316 94.12511 237.09164 6 4
-417.75214 101.5854 236.1687 6 4
-437.20172 109.17923 235.20224 6 4
-456.12677 117.09329 234.2391 6 4
-475.32138 125.12688 233.12964 6 4
-494.45673 133.3612 232.21661 6 4
-513.10345 141.91396 231.1607 6 4
-532.07605 150.56203 230.04648 6 4
-550.98566 159.40932 228.983 6 4
-569.7298 168.48506 227.96455 6 4
-588.33453 177.78221 226.92902 6 4
-606.9284 187.26146 225.68022 6 4
-625.44037 196.94286 224.67326 6 4
-643.90015 206.81601 223.63045 6 4
-662.00415 216.97884 222.70935 6 4
-680.3035 227.25145 221.58548 6 4
-698.33777 237.78429 220.45633 6 4
-716.4119 248.47389 219.34177 6 4
-734.4018 259.36072 218.41254 6 4
-752.2016 270.4815 217.44044 6 4
-770.0449 281.7517 216.21985 6 4
-787.61066 293.2871 215.27106 6 4
-89.83736 100.146736 238.95396 7 4
-103.73741 115.41125 236.05795 7 4
-117.98444 130.3807 233.30238 7 4
-132.51419 145.11545 230.43327 7 4
-147.34895 159.57874 227.75444 7 4
-162.64514 173.5912 224.93658 7 4
-178.07806 187.49004 221.92651 7 4
-193.87265 201.02206 219.06104 7 4
-210.06683 214.13965 216.16362 7 4
-226.60458 226.89238 213.29851 7 4
-243.42696 239.32901 210.50967 7 4
-260.4879 251.48178 207.62209 7 4
-277.826 263.29968 204.88394 7 4
-295.68896 274.54034 201.79947 7 4
-313.67975 285.56696 199.0778 7 4
-331.97507 296.2017 196.079 7 4
-350.5683 306.44025 193.08682 7 4
-369.39877 316.32425 190.35127 7 4
-388.47748 325.8311 187.21011 7 4
-407.9175 334.85522 184.39285 7 4
-427.66638 343.43234 181.57735 7 4
-447.42987 351.78458 178.46864 7 4
-467.51266 359.65338 175.59547 7 4
-488.07294 366.91147 172.53136 7 4
-508.63498 373.90826 169.78967 7 4
-529.6934 380.26434 166.57594 7 4
-550.7861 386.3046 163.58739 7 4
-572.2598 391.76926 160.76486 7 4
-593.8013 396.8629 157.40285 7 4
-615.5292 401.4878 154.51767 7 4
-637.57245 405.54758 151.45523 7 4
-659.71906 409.1657 148.54643 7 4
-682.1011 412.24414 145.21844 7 4
-704.7748 414.738 142.34845 7 4
-727.8196 416.5926 138.9203 7 4
119.65956 -67.937645 216.82935 8 4
138.18163 -77.02803 210.75734 8 4
156.7163 -86.209076 204.71408 8 4
175.14868 -95.54323 198.56029 8 4
193.36566 -105.09038 192.50778 8 4
211.31267 -114.87857 186.40825 8 4
229.62546 -124.562195 180.13063 8 4
247.71713 -134.45927 174.07317 8 4
265.76877 -144.47076 168.02988 8 4
283.54977 -154.72153 161.80835 8 4
301.49805 -164.97238 155.43747 8 4
319.2907 -175.3986 149.7296 8 4
336.96265 -185.98079 143.51115 8 4
354.65695 -196.63931 137.41908 8 4
372.38422 -207.36679 131.29704 8 4
389.89322 -218.30232 125.08823 8 4
407.2219 -229.42511 118.9393 8 4
424.55338 -240.63171 112.841805 8 4
441.85864 -251.93724 106.81243 8 4
459.07834 -263.37448 100.46846 8 4
476.3246 -274.87814 94.28209 8 4
493.48157 -286.51355 87.99044 8 4
510.24054 -298.46072 82.2392 8 4
527.22345 -310.35645 75.98797 8 4
544.1057 -322.38882 70.02212 8 4
560.74915 -334.63977 63.76941 8 4
577.5339 -346.8822 57.704742 8 4
594.0227 -359.37695 51.300594 8 4
610.53796 -371.92972 45.407883 8 4
626.9314 -384.62924 39.071583 8 4
643.3004 -397.41507 33.160324 8 4
659.59106 -410.31927 26.825674 8 4
675.80896 -423.3375 20.774212 8 4
691.8289 -436.5477 14.464461 8 4
707.88574 -449.80142 8.334272 8 4
-25.509237 -121.415054 276.57843 9 5
-29.509216 -141.39438 276.974 9 5
-33.555668 -161.73508 276.7684 9 5
-37.77618 -181.82495 277.14874 9 5
-42.11114 -201.94968 277.1154 9 5
-46.54709 -222.17198 277.18246 9 5
-51.158123 -242.13745 277.33655 9 5
-55.852127 -262.28287 277.53006 9 5
-60.712925 -282.21204 277.49332 9 5
-65.678535 -302.21472 277.77792 9 5
-70.76162 -322.22925 277.71478 9 5
-75.96962 -342.21967 277.72607 9 5
-81.322845 -362.09445 277.89468 9 5
-86.78429 -382.01834 278.12546 9 5
-92.396194 -401.80383 278.17227 9 5
-98.10737 -421.67374 278.41348 9 5
-103.96063 -441.44113 278.63104 9 5
-109.918564 -461.26456 278.60736 9 5
-116.04593 -480.87137 278.671 9 5
-122.2289 -500.7333 278.9006 9 5
-128.63232 -520.172 278.939 9 5
-135.09024 -539.86395 279.09555 9 5
-141.67357 -559.51764 279.1436 9 5
-148.40506 -579.0435 279.28665 9 5
-155.22734 -598.665 279.55096 9 5
-162.24226 -617.9884 279.61615 9 5
-169.31688 -637.5224 279.7157 9 5
-176.59528 -656.7213 279.9743 9 5
-183.92198 -676.16626 279.99643 9 5
-191.3967 -695.48395 280.07547 9 5
-199.00554 -714.7263 280.2399 9 5
-206.69638 -734.0787 280.30847 9 5
-214.51952 -753.35846 280.33932 9 5
-222.54147 -772.3347 280.5099 9 5
-230.62073 -791.50104 280.41977 9 5
96.79647 -80.257965 167.4026 10 5
112.383156 -93.78188 151.07129 10 5
127.71805 -107.48982 134.9377 10 5
143.33606 -120.933754 118.33448 10 5
158.98805 -134.32178 102.090355 10 5
174.66113 -147.66391 85.58601 10 5
190.52986 -160.81157 69.32281 10 5
206.63857 -173.72693 53.038612 10 5
222.6787 -186.66881 36.535095 10 5
238.76624 -199.53806 20.114243 10 5
255.19594 -212.0879 3.952722 10 5
271.33063 -224.84789 -12.448706 10 5
287.74222 -237.34105 -28.884392 10 5
304.33096 -249.65036 -45.212154 10 5
320.88766 -261.9467 -61.75034 10 5
337.6895 -274.00238 -77.96463 10 5
354.32983 -286.14682 -94.458725 10 5
371.26056 -298.01285 -110.47184 10 5
388.24902 -309.7879 -127.08754 10 5
405.29755 -321.46872 -143.59085 10 5
422.47345 -333.00082 -159.98004 10 5
439.7387 -344.41364 -176.4326 10 5
457.03113 -355.75455 -192.88618 10 5
474.4295 -366.9608 -209.20494 10 5
491.9606 -378.0111 -225.7284 10 5
