x y z track_id event_id time_left time_right
-13.850882 -111.69875 -11.386347 0 1 0.0 0.3458846153846154
-17.88424 -131.8049 -14.693565 0 1 0.0 0.3458846153846154
-21.69471 -151.77155 -17.95049 0 1 0.0 0.3458846153846154
-25.191233 -172.21933 -21.143816 0 1 0.0 0.3458846153846154
-28.472734 -192.44498 -24.5125 0 1 0.0 0.3458846153846154
-31.440208 -213.11652 -27.95433 0 1 0.0 0.3458846153846154
-34.220882 -233.36469 -31.073065 0 1 0.0 0.3458846153846154
-36.69196 -254.01761 -34.481678 0 1 0.0 0.3458846153846154
-38.89521 -274.7909 -37.586285 0 1 0.0 0.3458846153846154
-40.89488 -295.22104 -40.987064 0 1 0.0 0.3458846153846154
-42.645824 -315.60648 -44.153236 0 1 0.0 0.3458846153846154
-44.065117 -336.56366 -47.596146 0 1 0.0 0.3458846153846154
-45.27052 -357.2085 -50.85946 0 1 0.0 0.3458846153846154
-46.23617 -377.70847 -54.253418 0 1 0.0 0.3458846153846154
-46.91036 -398.47372 -57.47692 0 1 0.0 0.3458846153846154
-47.319332 -419.29276 -60.84877 0 1 0.0 0.3458846153846154
-47.46302 -440.16162 -64.12871 0 1 0.0 0.3458846153846154
-47.37275 -460.77054 -67.23356 0 1 0.0 0.3458846153846154
-46.999615 -481.56674 -70.842316 0 1 0.0 0.3458846153846154
-46.361275 -502.3775 -74.10737 0 1 0.0 0.3458846153846154
-45.441727 -523.3764 -77.39185 0 1 0.0 0.3458846153846154
-44.274925 -544.1704 -80.64626 0 1 0.0 0.3458846153846154
-42.83197 -565.0821 -84.113045 0 1 0.0 0.3458846153846154
-41.126984 -585.924 -87.25679 0 1 0.0 0.3458846153846154
-39.157124 -606.707 -90.716805 0 1 0.0 0.3458846153846154
-34.39916 -648.3971 -97.39793 0 1 0.0 0.3458846153846154
-31.609531 -669.3315 -100.72608 0 1 0.0 0.3458846153846154
-28.54886 -690.2687 -104.11884 0 1 0.0 0.3458846153846154
-25.22717 -710.9084 -107.42065 0 1 0.0 0.3458846153846154
-21.624401 -731.7294 -110.81073 0 1 0.0 0.3458846153846154
-17.750061 -752.44055 -114.236916 0 1 0.0 0.3458846153846154
-13.596312 -773.3464 -117.497025 0 1 0.0 0.3458846153846154
-9.168898 -794.2136 -120.99018 0 1 0.0 0.3458846153846154
